Index,Unit,Visibility,GroundCover,HabitatType,Species,Size,DateFound
594,85,D,A,C,BB,bat,8/12/2018
595,82,D,B,B,BA,bat,8/13/2018
596,4,RP,A,B,BA,bat,7/13/2018
597,53,D,A,B,BD,bat,8/8/2018
598,33,RP,B,B,BB,bat,8/17/2018
599,64,RP,B,B,BA,bat,8/24/2018
600,98,D,B,B,BA,bat,8/5/2018
601,83,D,B,B,BA,bat,7/23/2018
602,56,D,B,B,BA,bat,8/22/2018
603,17,RP,B,B,BA,bat,7/27/2018
604,33,M,B,B,BA,bat,8/16/2018
605,38,D,B,B,BA,bat,8/1/2018
606,13,D,B,C,BA,bat,8/10/2018
607,21,M,A,C,BA,bat,7/12/2018
608,19,RP,B,B,BA,bat,8/24/2018
609,3,RP,A,A,BA,bat,8/23/2018
610,85,D,A,B,BA,bat,8/14/2018
611,31,M,B,C,BD,bat,8/18/2018
612,46,D,B,C,BA,bat,7/18/2018
613,58,RP,B,B,BB,bat,7/23/2018
614,100,D,B,B,BB,bat,7/23/2018
615,97,RP,B,C,BB,bat,8/23/2018
616,30,D,A,B,BB,bat,6/30/2018
617,32,D,B,B,BB,bat,6/30/2018
618,23,M,A,B,BB,bat,7/31/2018
619,20,RP,B,A,BB,bat,8/19/2018
620,81,D,B,C,BA,bat,8/8/2018
621,32,M,A,A,BD,bat,7/5/2018
622,44,M,B,C,BA,bat,7/29/2018
623,61,D,B,B,BA,bat,7/28/2018
624,10,D,A,B,BA,bat,7/1/2018
625,37,D,B,B,BA,bat,8/10/2018
626,10,RP,A,B,BC,bat,7/6/2018
627,22,D,A,C,BA,bat,8/12/2018
628,28,RP,B,B,BB,bat,8/23/2018
629,29,D,A,C,BA,bat,8/23/2018
630,27,D,A,B,BA,bat,7/9/2018
631,38,M,B,B,BB,bat,7/21/2018
632,2,RP,A,B,BB,bat,8/12/2018
633,50,RP,B,C,BD,bat,8/19/2018
634,73,RP,B,B,BB,bat,7/30/2018
635,81,RP,B,B,BA,bat,7/21/2018
636,64,D,A,C,BC,bat,8/25/2018
637,67,D,A,B,BB,bat,7/13/2018
638,13,D,B,B,BA,bat,7/19/2018
639,52,D,B,A,BA,bat,7/21/2018
640,99,D,B,B,BA,bat,8/23/2018
641,33,M,B,B,BC,bat,7/25/2018
642,13,D,A,C,BB,bat,8/11/2018
643,2,D,B,C,BA,bat,7/11/2018
644,1,D,A,B,BB,bat,7/24/2018
645,9,D,A,B,BA,bat,8/6/2018
646,10,D,A,B,BB,bat,7/12/2018
647,41,RP,B,B,BB,bat,7/28/2018
648,34,RP,A,B,BE,bat,8/15/2018
649,96,D,B,C,BA,bat,8/10/2018
650,19,RP,B,B,BA,bat,7/28/2018
651,46,D,B,B,BB,bat,7/17/2018
652,3,RP,B,A,BA,bat,7/25/2018
653,36,D,B,C,BA,bat,6/28/2018
654,91,RP,A,A,BA,bat,8/15/2018
655,22,M,A,B,BB,bat,8/18/2018
656,70,M,B,B,BA,bat,7/2/2018
657,57,RP,A,C,BA,bat,7/18/2018
658,50,D,B,B,BA,bat,8/19/2018
659,85,RP,A,C,BA,bat,7/18/2018
660,52,RP,B,C,BC,bat,7/16/2018
661,8,RP,B,B,BA,bat,7/5/2018
662,70,D,B,C,BA,bat,8/20/2018
663,83,D,B,C,BB,bat,7/21/2018
664,77,D,A,C,BB,bat,8/10/2018
665,27,D,A,C,BB,bat,7/3/2018
666,82,RP,B,C,BB,bat,7/15/2018
667,96,D,A,C,BB,bat,8/20/2018
668,6,RP,B,B,BA,bat,8/12/2018
669,31,D,A,B,BB,bat,7/15/2018
670,66,RP,A,B,BC,bat,8/13/2018
671,20,RP,B,A,BB,bat,7/22/2018
672,12,D,A,C,BC,bat,7/16/2018
673,61,D,B,B,BA,bat,7/30/2018
674,42,M,B,C,BA,bat,7/27/2018
675,59,D,A,B,BC,bat,8/24/2018
676,8,RP,A,C,BA,bat,8/10/2018
677,4,RP,B,C,BA,bat,7/15/2018
678,34,M,B,B,BA,bat,8/21/2018
679,56,M,A,B,BA,bat,7/7/2018
680,61,M,B,B,BB,bat,7/30/2018
681,88,RP,B,C,BA,bat,7/8/2018
682,53,D,A,A,BA,bat,8/4/2018
683,61,RP,B,B,BA,bat,6/28/2018
684,31,RP,B,A,BB,bat,6/30/2018
685,54,D,B,B,BB,bat,7/3/2018
686,54,D,B,A,BA,bat,8/15/2018
687,25,RP,A,A,BB,bat,7/20/2018
688,34,D,A,C,BE,bat,7/26/2018
689,87,RP,B,B,BA,bat,8/21/2018
690,40,RP,A,C,BA,bat,8/3/2018
691,46,RP,B,A,BB,bat,7/22/2018
692,12,D,B,B,BB,bat,7/17/2018
693,3,RP,B,B,BD,bat,7/24/2018
694,46,RP,A,B,BA,bat,7/19/2018
695,26,RP,A,B,BB,bat,7/28/2018
696,11,D,B,B,BB,bat,7/9/2018
697,33,RP,B,C,BB,bat,7/16/2018
698,100,M,B,C,BB,bat,8/12/2018
699,33,RP,B,B,BA,bat,7/11/2018
700,38,D,B,B,BB,bat,6/28/2018
701,12,RP,B,C,BA,bat,8/6/2018
702,35,D,B,B,BA,bat,8/9/2018
703,17,D,A,B,BA,bat,7/14/2018
704,61,D,A,B,BA,bat,8/15/2018
705,35,RP,B,B,BB,bat,7/17/2018
706,60,D,B,B,BC,bat,7/11/2018
707,51,RP,B,C,BB,bat,8/4/2018
708,54,D,B,C,BA,bat,7/14/2018
709,3,D,A,C,BD,bat,8/9/2018
710,75,M,B,A,BA,bat,8/11/2018
711,73,D,B,C,BB,bat,8/2/2018
712,88,RP,B,C,BA,bat,7/14/2018
713,60,M,B,C,BC,bat,8/5/2018
714,59,D,A,B,BA,bat,7/25/2018
715,87,RP,B,B,BD,bat,7/30/2018
716,30,RP,B,B,BC,bat,7/7/2018
717,6,D,B,B,BB,bat,7/15/2018
718,91,D,B,A,BA,bat,7/23/2018
719,32,RP,A,C,BD,bat,8/17/2018
720,14,D,B,B,BB,bat,7/7/2018
721,63,M,A,B,BE,bat,7/3/2018
722,54,D,A,C,BA,bat,8/5/2018
723,36,D,A,B,BB,bat,7/23/2018
724,7,M,B,C,BA,bat,8/4/2018
725,59,M,A,C,BB,bat,7/7/2018
726,31,M,B,C,BB,bat,7/27/2018
727,52,D,B,C,BA,bat,8/12/2018
728,90,D,A,C,BB,bat,8/13/2018
729,66,D,B,A,BB,bat,8/12/2018
730,95,RP,B,B,BB,bat,6/29/2018
731,29,RP,A,C,BB,bat,6/29/2018
732,52,D,A,B,BA,bat,7/15/2018
733,86,D,B,C,BA,bat,8/11/2018
734,25,D,B,C,BA,bat,7/9/2018
735,94,M,B,B,BD,bat,8/21/2018
736,19,M,B,C,BA,bat,8/7/2018
737,61,D,A,B,BA,bat,7/13/2018
738,88,D,A,C,BA,bat,8/8/2018
739,72,D,B,A,BA,bat,8/15/2018
740,79,RP,A,C,BA,bat,7/2/2018
741,24,RP,B,C,BB,bat,7/17/2018
742,8,RP,B,C,BA,bat,7/2/2018
743,14,RP,B,C,BB,bat,8/9/2018
744,13,D,B,C,BB,bat,8/4/2018
745,84,D,B,C,BB,bat,8/7/2018
746,27,D,A,C,BB,bat,7/22/2018
747,74,D,B,A,BD,bat,8/10/2018
748,51,D,A,B,BB,bat,7/23/2018
749,57,M,B,B,BA,bat,7/28/2018
750,4,RP,B,B,BB,bat,7/18/2018
751,63,M,A,A,BB,bat,7/4/2018
752,48,D,B,B,BA,bat,7/26/2018
753,39,D,A,B,BB,bat,8/7/2018
754,9,D,A,C,BA,bat,8/4/2018
755,32,RP,A,C,BA,bat,8/8/2018
756,54,RP,A,C,BB,bat,8/10/2018
757,85,D,B,A,BA,bat,8/8/2018
758,81,D,B,B,BB,bat,8/2/2018
759,1,M,B,C,BC,bat,8/25/2018
760,30,RP,A,C,BA,bat,7/29/2018
761,73,D,B,C,BA,bat,8/17/2018
762,32,M,B,B,BA,bat,8/25/2018
763,10,RP,B,B,BC,bat,8/18/2018
764,14,RP,A,C,BB,bat,7/31/2018
765,61,M,B,B,BA,bat,7/5/2018
766,75,D,B,C,BA,bat,8/12/2018
767,4,D,A,C,BA,bat,8/3/2018
768,36,M,B,C,BA,bat,7/20/2018
769,65,D,B,B,BA,bat,7/27/2018
770,35,M,A,C,BB,bat,8/14/2018
771,9,D,B,B,BB,bat,7/12/2018
772,50,M,B,C,BC,bat,8/2/2018
773,73,RP,B,C,BA,bat,7/27/2018
774,51,D,A,B,BB,bat,8/5/2018
775,97,D,B,C,BB,bat,8/3/2018
776,70,D,A,B,BB,bat,7/1/2018
777,43,D,B,C,BA,bat,8/10/2018
778,86,D,A,B,BB,bat,8/22/2018
779,19,M,A,B,BB,bat,8/2/2018
780,27,RP,B,C,BA,bat,8/4/2018
781,1,M,B,C,BA,bat,8/3/2018
782,67,D,A,B,BB,bat,7/8/2018
783,89,RP,B,B,BA,bat,6/28/2018
784,51,RP,B,C,BB,bat,7/19/2018
785,31,RP,A,A,BB,bat,8/10/2018
786,10,RP,B,C,BB,bat,7/18/2018
787,52,D,B,C,BB,bat,8/22/2018
788,94,D,B,B,BB,bat,8/16/2018
789,2,D,B,B,BC,bat,7/31/2018
790,26,RP,A,C,BA,bat,8/10/2018
791,44,RP,B,C,BA,bat,8/13/2018
792,74,D,A,B,BB,bat,7/7/2018
793,89,D,A,C,BA,bat,7/18/2018
794,67,D,A,B,BA,bat,7/6/2018
795,23,D,A,B,BB,bat,7/26/2018
796,70,D,B,C,BB,bat,7/28/2018
797,79,M,B,B,BA,bat,7/19/2018
798,33,RP,B,C,BA,bat,7/3/2018
799,62,D,B,B,BD,bat,8/1/2018
800,49,D,B,B,BB,bat,7/2/2018
801,57,RP,B,B,BB,bat,8/12/2018
802,40,D,A,C,BA,bat,7/7/2018
803,71,M,B,B,BA,bat,7/31/2018
804,37,RP,A,B,BA,bat,7/18/2018
805,37,RP,A,C,BA,bat,7/2/2018
806,61,RP,B,C,BA,bat,7/1/2018
807,80,D,B,C,BA,bat,8/9/2018
808,25,D,B,B,BA,bat,7/5/2018
809,37,D,B,B,BB,bat,8/21/2018
810,33,RP,B,B,BB,bat,6/30/2018
811,97,D,A,B,BB,bat,7/7/2018
812,23,D,A,C,BA,bat,7/13/2018
813,30,D,B,B,BA,bat,7/7/2018
814,96,M,B,B,BB,bat,7/6/2018
815,12,RP,B,A,BA,bat,8/23/2018
816,3,RP,B,B,BA,bat,8/14/2018
817,58,RP,A,A,BB,bat,8/19/2018
818,96,D,B,B,BD,bat,7/31/2018
819,4,RP,B,B,BC,bat,8/7/2018
820,13,D,B,C,BB,bat,7/1/2018
821,89,D,B,C,BA,bat,6/29/2018
822,100,D,B,C,BA,bat,6/29/2018
823,58,M,A,B,BB,bat,6/30/2018
824,32,M,B,C,BB,bat,7/27/2018
825,98,RP,B,C,BC,bat,8/2/2018
826,6,D,B,B,BA,bat,7/27/2018
827,26,RP,A,C,BA,bat,7/14/2018
828,61,D,B,B,BA,bat,7/17/2018
829,15,D,B,C,BA,bat,7/11/2018
830,32,M,B,A,BA,bat,7/29/2018
831,43,RP,A,B,BB,bat,7/28/2018
832,30,D,A,C,BB,bat,6/28/2018
833,37,D,A,B,BA,bat,8/15/2018
834,69,D,A,B,BA,bat,7/7/2018
835,48,RP,B,B,BA,bat,8/6/2018
836,26,D,A,B,BB,bat,7/24/2018
837,2,D,A,C,BA,bat,7/16/2018
838,74,RP,B,B,BB,bat,8/10/2018
839,69,D,B,C,BB,bat,6/28/2018
840,6,RP,B,B,BA,bat,8/10/2018
841,64,RP,A,C,BA,bat,7/20/2018
842,82,D,B,C,BA,bat,7/6/2018
843,12,M,B,A,BB,bat,7/24/2018
844,66,D,A,C,BA,bat,8/10/2018
845,69,RP,A,B,BA,bat,7/16/2018
846,65,M,A,A,BD,bat,7/26/2018
847,28,D,B,B,BB,bat,7/9/2018
848,99,M,B,B,BC,bat,7/21/2018
849,54,M,A,B,BB,bat,7/22/2018
850,39,D,B,B,BA,bat,8/5/2018
851,50,D,A,C,BB,bat,8/4/2018
852,73,RP,A,C,BA,bat,7/5/2018
853,3,D,A,B,BB,bat,7/4/2018
854,59,D,A,B,BA,bat,7/19/2018
855,24,M,B,C,BA,bat,8/10/2018
856,28,D,B,B,BA,bat,7/21/2018
857,88,D,A,A,BA,bat,7/19/2018
858,27,RP,A,B,BA,bat,7/1/2018
859,54,D,B,B,BB,bat,7/15/2018
860,58,M,B,C,BA,bat,7/13/2018
861,73,D,A,C,BA,bat,7/16/2018
862,87,RP,B,B,BB,bat,8/13/2018
863,55,D,B,B,BB,bat,8/21/2018
864,50,D,B,B,BE,bat,8/6/2018
865,70,D,A,C,BB,bat,7/7/2018
866,74,RP,A,B,BB,bat,6/28/2018
867,9,D,B,B,BE,bat,7/16/2018
868,43,D,B,B,BB,bat,8/16/2018
869,69,RP,A,B,BA,bat,7/15/2018
870,3,D,B,B,BB,bat,7/4/2018
871,78,RP,B,B,BA,bat,7/25/2018
872,42,RP,B,C,BA,bat,8/4/2018
873,70,D,B,C,BC,bat,8/18/2018
874,29,M,A,A,BD,bat,8/6/2018
875,4,D,B,B,BB,bat,7/27/2018
876,57,RP,B,B,BA,bat,7/27/2018
877,76,D,B,C,BA,bat,7/11/2018
878,88,RP,B,B,BB,bat,8/13/2018
879,68,M,B,C,BB,bat,8/1/2018
880,81,D,A,C,BB,bat,7/3/2018
881,82,RP,A,C,BB,bat,7/23/2018
882,15,D,A,B,BA,bat,7/19/2018
883,40,D,A,B,BA,bat,7/29/2018
884,77,D,A,C,BB,bat,8/22/2018
885,29,D,A,B,BA,bat,8/12/2018
886,17,RP,B,B,BA,bat,8/19/2018
887,63,RP,B,B,BA,bat,8/18/2018
888,48,M,B,C,BB,bat,7/17/2018
889,54,RP,B,A,BA,bat,7/13/2018
890,57,RP,A,B,BA,bat,8/18/2018
891,91,RP,A,B,BD,bat,7/11/2018
892,22,D,B,B,BB,bat,8/3/2018
893,24,D,A,C,BA,bat,6/30/2018
894,69,M,A,C,BB,bat,7/26/2018
895,68,D,B,A,BA,bat,8/2/2018
896,94,D,B,A,BA,bat,7/21/2018
897,10,M,B,C,BC,bat,7/1/2018
898,59,RP,A,C,BB,bat,8/5/2018
899,85,M,A,B,BB,bat,8/7/2018
900,13,D,A,A,BB,bat,8/20/2018
901,45,RP,A,C,BB,bat,7/31/2018
902,44,RP,B,B,BB,bat,7/21/2018
903,7,D,B,C,BB,bat,8/7/2018
904,84,D,A,C,BA,bat,7/8/2018
905,58,M,B,C,BB,bat,7/2/2018
906,38,RP,B,A,BC,bat,7/7/2018
907,21,D,A,B,BA,bat,7/9/2018
908,63,RP,A,B,BB,bat,7/31/2018
909,97,D,B,C,BE,bat,7/17/2018
910,31,M,A,C,BA,bat,6/27/2018
911,32,D,B,B,BB,bat,7/19/2018
912,13,RP,A,C,BA,bat,7/9/2018
913,76,D,B,C,BB,bat,8/1/2018
914,40,RP,B,B,BA,bat,8/4/2018
915,34,M,B,B,BA,bat,7/7/2018
916,2,D,B,B,BB,bat,7/19/2018
917,92,RP,B,B,BA,bat,7/6/2018
918,90,RP,B,C,BB,bat,7/17/2018
919,45,RP,B,C,BA,bat,8/17/2018
920,15,D,B,C,BB,bat,8/10/2018
921,84,D,A,A,BA,bat,7/30/2018
922,9,RP,A,B,BA,bat,7/29/2018
923,85,M,B,C,BB,bat,6/29/2018
924,82,D,B,B,BA,bat,7/2/2018
925,31,RP,B,C,BA,bat,7/28/2018
926,36,D,A,A,BB,bat,7/21/2018
927,31,RP,A,B,BA,bat,8/18/2018
928,72,D,A,A,BB,bat,7/16/2018
929,23,RP,B,C,BB,bat,6/29/2018
930,58,RP,B,B,BB,bat,8/18/2018
931,29,M,B,C,BB,bat,8/1/2018
932,39,D,A,B,BA,bat,8/21/2018
933,43,M,A,C,BB,bat,8/18/2018
934,51,RP,B,B,BA,bat,7/7/2018
935,94,D,A,B,BA,bat,7/6/2018
936,55,D,B,B,BB,bat,7/1/2018
937,86,D,B,C,BA,bat,7/31/2018
938,59,M,B,C,BA,bat,7/8/2018
939,1,D,B,C,BB,bat,8/17/2018
940,82,M,B,C,BB,bat,7/27/2018
941,62,D,B,B,BA,bat,7/30/2018
942,38,RP,B,C,BB,bat,7/1/2018
943,64,D,A,B,BA,bat,8/3/2018
944,69,D,A,C,BB,bat,8/8/2018
945,2,D,B,A,BB,bat,7/25/2018
946,26,M,B,C,BA,bat,8/13/2018
947,76,RP,B,A,BB,bat,7/19/2018
948,33,D,B,B,BA,bat,7/10/2018
949,36,D,B,B,BA,bat,8/13/2018
950,17,M,B,A,BA,bat,8/18/2018
951,95,RP,A,C,BB,bat,8/17/2018
952,43,D,B,C,BA,bat,7/3/2018
953,36,D,B,C,BA,bat,8/11/2018
954,30,RP,B,C,BB,bat,8/10/2018
955,22,RP,A,C,BB,bat,7/16/2018
956,23,RP,A,A,BB,bat,7/13/2018
957,25,RP,A,C,BA,bat,6/30/2018
958,35,M,A,B,BA,bat,8/6/2018
959,69,RP,B,C,BB,bat,8/8/2018
960,46,RP,B,B,BB,bat,7/15/2018
961,51,M,A,C,BA,bat,6/27/2018
962,94,RP,A,B,BB,bat,7/9/2018
963,18,RP,B,B,BB,bat,6/29/2018
964,19,D,B,B,BB,bat,7/20/2018
965,32,D,B,B,BB,bat,8/7/2018
966,49,RP,B,C,BB,bat,8/9/2018
967,17,RP,B,B,BA,bat,7/22/2018
968,5,D,A,B,BB,bat,7/14/2018
969,49,RP,A,B,BA,bat,8/2/2018
970,6,D,B,B,BC,bat,8/4/2018
971,18,D,A,B,BA,bat,8/6/2018
972,42,D,B,B,BA,bat,8/7/2018
973,74,RP,B,B,BB,bat,7/22/2018
974,98,D,B,B,BA,bat,7/19/2018
975,79,RP,A,B,BB,bat,8/22/2018
976,38,M,B,C,BB,bat,8/9/2018
977,21,RP,B,B,BB,bat,7/20/2018
978,91,D,B,B,BB,bat,7/21/2018
979,39,RP,A,B,BA,bat,8/15/2018
980,10,D,B,C,BB,bat,7/27/2018
981,26,D,B,B,BA,bat,7/14/2018
982,100,D,A,C,BA,bat,7/8/2018
983,74,D,A,C,BD,bat,8/6/2018
984,58,D,B,C,BA,bat,8/25/2018
985,29,RP,B,B,BB,bat,7/5/2018
986,65,D,B,B,BA,bat,7/11/2018
987,81,D,B,B,BA,bat,8/21/2018
988,20,M,B,B,BA,bat,7/8/2018
989,22,M,B,A,BB,bat,7/10/2018
990,67,RP,B,A,BA,bat,7/10/2018
991,97,RP,A,B,BB,bat,7/31/2018
992,21,M,A,C,BB,bat,7/10/2018
993,71,M,B,C,BB,bat,7/21/2018
994,31,D,A,C,BA,bat,8/4/2018
995,32,M,B,B,BB,bat,6/29/2018
996,81,RP,A,C,BA,bat,8/15/2018
997,30,D,B,B,BB,bat,7/20/2018
998,9,RP,A,C,BA,bat,8/19/2018
999,56,M,A,B,BA,bat,8/3/2018
1000,82,RP,B,C,BB,bat,7/31/2018
1001,4,M,B,B,BA,bat,8/25/2018
1002,35,D,A,B,BC,bat,7/9/2018
1003,1,M,A,C,BB,bat,7/29/2018
1004,15,M,A,C,BA,bat,7/15/2018
1005,46,D,A,C,BC,bat,8/7/2018
1006,81,D,B,C,BD,bat,7/17/2018
1007,82,RP,A,C,BB,bat,7/24/2018
1008,61,RP,A,A,BA,bat,7/18/2018
1009,87,RP,A,C,BB,bat,6/27/2018
1010,98,D,B,C,BA,bat,7/14/2018
1011,69,D,A,B,BB,bat,8/4/2018
1012,58,D,B,B,BB,bat,7/27/2018
1013,100,M,A,B,BB,bat,6/30/2018
1014,51,RP,A,A,BB,bat,8/19/2018
1015,95,D,A,B,BC,bat,7/13/2018
1016,72,D,A,C,BB,bat,8/9/2018
1017,44,D,A,B,BB,bat,8/3/2018
1018,95,RP,B,C,BA,bat,7/24/2018
1019,9,RP,B,C,BB,bat,8/7/2018
1020,10,RP,B,C,BB,bat,7/25/2018
1021,98,D,A,C,BA,bat,7/24/2018
1022,33,M,B,C,BB,bat,8/20/2018
1023,72,RP,B,B,BA,bat,8/15/2018
1024,31,D,B,C,BB,bat,7/16/2018
1025,2,RP,B,B,BB,bat,7/5/2018
1026,88,RP,B,B,BA,bat,7/31/2018
1027,40,D,A,C,BA,bat,8/20/2018
1028,51,M,B,A,BB,bat,7/15/2018
1029,55,M,A,C,BB,bat,8/14/2018
1030,18,RP,A,C,BE,bat,7/9/2018
1031,32,RP,A,C,BA,bat,7/31/2018
1032,95,D,A,B,BB,bat,7/27/2018
1033,62,D,A,C,BA,bat,8/2/2018
1034,17,M,A,C,BA,bat,8/8/2018
1035,87,M,B,B,BA,bat,6/29/2018
1036,86,D,A,B,BA,bat,7/23/2018
1037,28,M,A,B,BC,bat,7/9/2018
1038,7,M,B,B,BA,bat,8/4/2018
1039,46,D,B,B,BB,bat,7/21/2018
1040,64,RP,A,A,BB,bat,8/20/2018
1041,57,RP,B,C,BA,bat,8/8/2018
1042,66,D,B,C,BB,bat,7/12/2018
1043,1,M,B,B,BB,bat,7/18/2018
1044,87,D,B,A,BB,bat,7/12/2018
1045,82,M,B,C,BB,bat,8/20/2018
1046,8,D,B,C,BB,bat,8/4/2018
1047,51,D,A,C,BB,bat,7/14/2018
1048,17,M,A,B,BB,bat,7/9/2018
1049,79,RP,A,B,BB,bat,7/16/2018
1050,33,D,B,C,BA,bat,7/6/2018
1051,97,M,B,C,BB,bat,7/10/2018
1052,76,RP,B,A,BA,bat,8/6/2018
1053,43,D,B,C,BA,bat,7/20/2018
1054,69,RP,B,B,BA,bat,7/23/2018
1055,20,RP,B,B,BB,bat,7/3/2018
1056,2,RP,B,B,BA,bat,7/3/2018
1057,69,RP,B,B,BB,bat,8/21/2018
1058,48,D,A,B,BB,bat,7/31/2018
1059,63,RP,B,C,BB,bat,7/9/2018
1060,31,M,B,B,BB,bat,7/17/2018
1061,95,D,B,B,BD,bat,8/23/2018
1062,23,D,B,B,BB,bat,8/18/2018
1063,41,RP,B,B,BB,bat,7/18/2018
1064,12,M,B,C,BA,bat,7/22/2018
1065,79,RP,A,B,BA,bat,8/21/2018
1066,72,D,B,C,BA,bat,7/7/2018
1067,10,D,A,B,BA,bat,8/6/2018
1068,64,M,A,C,BD,bat,8/13/2018
1069,2,D,A,C,BB,bat,8/23/2018
1070,13,RP,B,C,BB,bat,7/2/2018
1071,27,M,B,C,BA,bat,7/5/2018
1072,100,RP,A,C,BB,bat,7/16/2018
1073,69,RP,A,C,BB,bat,8/17/2018
1074,13,D,A,C,BA,bat,7/3/2018
1075,48,M,A,B,BB,bat,7/10/2018
1076,5,RP,B,B,BA,bat,7/10/2018
1077,35,M,B,B,BD,bat,8/6/2018
1078,100,D,B,B,BB,bat,6/30/2018
1079,52,D,A,C,BA,bat,8/1/2018
1080,36,D,B,B,BB,bat,7/3/2018
1081,93,D,B,B,BB,bat,7/4/2018
1082,46,RP,A,B,BD,bat,7/14/2018
1083,79,M,A,B,BA,bat,8/3/2018
1084,34,RP,B,B,BA,bat,7/3/2018
1085,26,D,B,B,BB,bat,7/27/2018
1086,44,RP,A,C,BB,bat,7/17/2018
1087,99,RP,A,A,BB,bat,7/4/2018
1088,59,D,B,B,BB,bat,6/30/2018
1089,7,D,A,C,BC,bat,8/20/2018
1090,46,RP,B,C,BA,bat,7/27/2018
1091,83,D,A,A,BB,bat,8/17/2018
1092,46,RP,A,C,BA,bat,8/8/2018
1093,12,RP,A,A,BA,bat,8/16/2018
1094,85,D,B,B,BB,bat,8/21/2018
1095,31,RP,B,A,BB,bat,8/5/2018
1096,95,RP,A,C,BD,bat,6/29/2018
1097,77,D,A,A,BA,bat,7/11/2018
1098,65,D,B,C,BA,bat,8/25/2018
1099,86,D,A,C,BC,bat,8/2/2018
1100,82,RP,A,B,BB,bat,7/1/2018
1101,52,D,B,B,BB,bat,7/6/2018
1102,88,RP,B,C,BA,bat,8/18/2018
1103,80,D,A,B,BB,bat,6/29/2018
1104,4,D,A,A,BD,bat,8/12/2018
1105,87,RP,B,B,BA,bat,8/16/2018
1106,84,D,A,B,BB,bat,8/2/2018
1107,93,M,B,B,BB,bat,7/19/2018
1108,53,RP,B,A,BB,bat,8/16/2018
1109,26,RP,A,C,BB,bat,7/18/2018
1110,6,M,A,C,BB,bat,8/6/2018
1111,89,D,A,B,BA,bat,8/6/2018
1112,5,RP,B,B,BB,bat,8/22/2018
1113,14,M,A,B,BA,bat,8/12/2018
1114,56,D,B,B,BA,bat,7/26/2018
1115,13,RP,A,B,BC,bat,7/14/2018
1116,5,M,A,B,BA,bat,8/1/2018
1117,76,D,A,B,BA,bat,6/30/2018
1118,4,RP,A,B,BA,bat,8/5/2018
1119,28,M,A,C,BB,bat,7/14/2018
1120,42,D,A,A,BA,bat,8/12/2018
1121,2,D,B,B,BA,bat,7/12/2018
1122,25,M,B,C,BA,bat,8/25/2018
1123,30,D,B,C,BB,bat,8/8/2018
1124,26,RP,B,B,BB,bat,7/6/2018
1125,85,D,A,B,BB,bat,8/22/2018
1126,31,M,A,C,BA,bat,7/1/2018
1127,100,RP,B,A,BA,bat,7/10/2018
1128,19,D,B,B,BB,bat,7/1/2018
1129,94,D,A,C,BA,bat,8/3/2018
1130,50,D,B,A,BD,bat,8/8/2018
1131,92,D,B,B,BB,bat,7/25/2018
1132,5,RP,B,A,BA,bat,7/21/2018
1133,48,RP,A,B,BA,bat,7/24/2018
1134,80,RP,A,C,BB,bat,7/26/2018
1135,95,D,A,B,BA,bat,8/21/2018
1136,56,RP,B,B,BA,bat,7/24/2018
1137,10,RP,B,B,BA,bat,8/2/2018
1138,62,RP,A,C,BA,bat,7/24/2018
1139,24,RP,A,B,BA,bat,8/1/2018
1140,72,D,B,C,BA,bat,8/5/2018
1141,55,D,B,C,BB,bat,8/13/2018
1142,7,RP,A,C,BB,bat,7/14/2018
1143,88,D,A,B,BB,bat,8/25/2018
1144,54,M,A,A,BB,bat,8/5/2018
1145,33,M,B,B,BA,bat,7/13/2018
1146,7,M,B,B,BA,bat,7/20/2018
1147,53,M,A,C,BB,bat,8/4/2018
1148,16,M,A,A,BA,bat,8/14/2018
1149,81,D,B,B,BB,bat,8/7/2018
1150,57,RP,A,A,BB,bat,8/13/2018
1151,63,D,A,B,BA,bat,8/2/2018
1152,55,D,B,B,BB,bat,8/6/2018
1153,14,M,B,C,BA,bat,8/11/2018
1154,43,D,B,B,BC,bat,7/4/2018
1155,5,RP,B,B,BB,bat,7/5/2018
1156,18,RP,B,B,BB,bat,7/14/2018
1157,10,D,A,B,BB,bat,7/23/2018
1158,1,M,B,B,BA,bat,8/12/2018
1159,20,M,A,A,BB,bat,7/9/2018
1160,26,D,A,B,BB,bat,8/12/2018
1161,83,M,A,B,BB,bat,7/22/2018
1162,4,M,A,A,BB,bat,7/20/2018
1163,69,D,B,A,BB,bat,8/25/2018
1164,92,D,A,A,BA,bat,8/1/2018
1165,53,M,B,B,BB,bat,8/10/2018
1166,79,D,A,B,BB,bat,7/3/2018
1167,51,RP,B,C,BB,bat,8/23/2018
1168,96,RP,A,C,BB,bat,7/18/2018
1169,44,M,A,C,BE,bat,7/23/2018
1170,79,RP,A,B,BA,bat,7/22/2018
1171,8,D,A,C,BA,bat,7/11/2018
1172,57,D,A,C,BB,bat,8/3/2018
1173,6,M,B,B,BB,bat,8/7/2018
1174,77,D,A,B,BA,bat,7/26/2018
1175,41,D,A,A,BA,bat,7/9/2018
1176,98,M,A,B,BA,bat,8/17/2018
1177,57,RP,B,B,BA,bat,8/16/2018
1178,90,D,B,C,BB,bat,7/23/2018
1179,46,M,B,C,BA,bat,7/13/2018
1180,44,M,A,B,BA,bat,8/12/2018
1181,40,M,A,C,BB,bat,8/23/2018
1182,2,RP,B,C,BA,bat,8/23/2018
1183,15,RP,B,B,BB,bat,8/6/2018
