"pkID","Size","Season","Visibility","s1","s2","s3","s4","s5"
"pk554","lrg","spring","RP",0,1,NA,NA,NA
"pk555","lrg","spring","RP",1,NA,NA,NA,NA
"pk556","lrg","spring","RP",1,NA,NA,NA,NA
"pk557","lrg","spring","RP",1,NA,NA,NA,NA
"pk558","lrg","spring","RP",1,NA,NA,NA,NA
"pk559","lrg","spring","RP",1,NA,NA,NA,NA
"pk560","lrg","spring","RP",1,NA,NA,NA,NA
"pk561","lrg","summer","RP",1,NA,NA,NA,NA
"pk562","lrg","summer","RP",1,NA,NA,NA,NA
"pk563","lrg","summer","RP",1,NA,NA,NA,NA
"pk564","lrg","summer","RP",1,NA,NA,NA,NA
"pk565","lrg","summer","RP",1,NA,NA,NA,NA
"pk566","lrg","summer","RP",1,NA,NA,NA,NA
"pk567","lrg","summer","RP",1,NA,NA,NA,NA
"pk568","lrg","summer","RP",1,NA,NA,NA,NA
"pk569","lrg","summer","RP",1,NA,NA,NA,NA
"pk570","lrg","summer","RP",1,NA,NA,NA,NA
"pk571","lrg","summer","RP",1,NA,NA,NA,NA
"pk572","lrg","summer","RP",1,NA,NA,NA,NA
"pk573","lrg","summer","RP",1,NA,NA,NA,NA
"pk574","lrg","summer","RP",1,NA,NA,NA,NA
"pk575","lrg","summer","RP",1,NA,NA,NA,NA
"pk576","lrg","summer","RP",1,NA,NA,NA,NA
"pk577","lrg","summer","RP",1,NA,NA,NA,NA
"pk578","lrg","summer","RP",1,NA,NA,NA,NA
"pk579","lrg","summer","RP",1,NA,NA,NA,NA
"pk580","lrg","summer","RP",1,NA,NA,NA,NA
"pk581","lrg","fall","RP",1,NA,NA,NA,NA
"pk582","lrg","fall","RP",1,NA,NA,NA,NA
"pk583","lrg","fall","RP",1,NA,NA,NA,NA
"pk584","lrg","fall","RP",1,NA,NA,NA,NA
"pk585","lrg","fall","RP",1,NA,NA,NA,NA
"pk586","lrg","fall","RP",1,NA,NA,NA,NA
"pk587","lrg","fall","RP",1,NA,NA,NA,NA
"pk588","lrg","fall","RP",1,NA,NA,NA,NA
"pk589","lrg","fall","RP",1,NA,NA,NA,NA
"pk590","lrg","fall","RP",1,NA,NA,NA,NA
"pk591","lrg","fall","RP",1,NA,NA,NA,NA
"pk592","lrg","fall","RP",1,NA,NA,NA,NA
"pk593","lrg","fall","RP",1,NA,NA,NA,NA
"pk594","lrg","fall","RP",1,NA,NA,NA,NA
"pk595","lrg","fall","RP",1,NA,NA,NA,NA
"pk596","lrg","fall","RP",1,NA,NA,NA,NA
"pk597","lrg","fall","RP",1,NA,NA,NA,NA
"pk598","lrg","fall","RP",1,NA,NA,NA,NA
"pk599","lrg","fall","RP",1,NA,NA,NA,NA
"pk600","lrg","fall","RP",1,NA,NA,NA,NA
"pk601","lrg","spring","M",1,NA,NA,NA,NA
"pk602","lrg","spring","M",1,NA,NA,NA,NA
"pk603","lrg","spring","M",0,1,NA,NA,NA
"pk604","lrg","spring","M",1,NA,NA,NA,NA
"pk605","lrg","spring","M",1,NA,NA,NA,NA
"pk606","lrg","spring","M",1,NA,NA,NA,NA
"pk607","lrg","spring","M",1,NA,NA,NA,NA
"pk608","lrg","spring","M",1,NA,NA,NA,NA
"pk609","lrg","spring","M",1,NA,NA,NA,NA
"pk610","lrg","spring","M",1,NA,NA,NA,NA
"pk611","lrg","spring","M",0,0,1,NA,NA
"pk612","lrg","spring","M",1,NA,NA,NA,NA
"pk613","lrg","spring","M",1,NA,NA,NA,NA
"pk614","lrg","spring","M",0,0,1,NA,NA
"pk615","lrg","spring","M",1,NA,NA,NA,NA
"pk616","lrg","spring","M",1,NA,NA,NA,NA
"pk617","lrg","spring","M",0,1,NA,NA,NA
"pk618","lrg","spring","M",0,1,NA,NA,NA
"pk619","lrg","spring","M",1,NA,NA,NA,NA
"pk620","lrg","spring","M",1,NA,NA,NA,NA
"pk621","lrg","summer","M",1,NA,NA,NA,NA
"pk622","lrg","summer","M",1,NA,NA,NA,NA
"pk623","lrg","summer","M",1,NA,NA,NA,NA
"pk624","lrg","summer","M",0,1,NA,NA,NA
"pk625","lrg","summer","M",1,NA,NA,NA,NA
"pk626","lrg","summer","M",1,NA,NA,NA,NA
"pk627","lrg","summer","M",1,NA,NA,NA,NA
"pk628","lrg","summer","M",1,NA,NA,NA,NA
"pk629","lrg","summer","M",0,1,NA,NA,NA
"pk630","lrg","summer","M",1,NA,NA,NA,NA
"pk631","lrg","summer","M",0,1,NA,NA,NA
"pk632","lrg","summer","M",1,NA,NA,NA,NA
"pk633","lrg","summer","M",1,NA,NA,NA,NA
"pk634","lrg","summer","M",1,NA,NA,NA,NA
"pk635","lrg","summer","M",1,NA,NA,NA,NA
"pk636","lrg","summer","M",1,NA,NA,NA,NA
"pk637","lrg","summer","M",1,NA,NA,NA,NA
"pk638","lrg","summer","M",1,NA,NA,NA,NA
"pk639","lrg","summer","M",0,1,NA,NA,NA
"pk640","lrg","summer","M",1,NA,NA,NA,NA
"pk641","lrg","fall","M",1,NA,NA,NA,NA
"pk642","lrg","fall","M",1,NA,NA,NA,NA
"pk643","lrg","fall","M",1,NA,NA,NA,NA
"pk644","lrg","fall","M",1,NA,NA,NA,NA
"pk645","lrg","fall","M",1,NA,NA,NA,NA
"pk646","lrg","fall","M",1,NA,NA,NA,NA
"pk647","lrg","fall","M",1,NA,NA,NA,NA
"pk648","lrg","fall","M",0,1,NA,NA,NA
"pk649","lrg","fall","M",1,NA,NA,NA,NA
"pk650","lrg","fall","M",1,NA,NA,NA,NA
"pk651","lrg","fall","M",1,NA,NA,NA,NA
"pk652","lrg","fall","M",0,1,NA,NA,NA
"pk653","lrg","fall","M",0,1,NA,NA,NA
"pk654","lrg","fall","M",0,1,NA,NA,NA
"pk655","lrg","fall","M",1,NA,NA,NA,NA
"pk656","lrg","fall","M",0,1,NA,NA,NA
"pk657","lrg","fall","M",1,NA,NA,NA,NA
"pk658","lrg","fall","M",0,1,NA,NA,NA
"pk659","lrg","fall","M",1,NA,NA,NA,NA
"pk660","lrg","fall","M",1,NA,NA,NA,NA
"pk661","lrg","spring","D",1,NA,NA,NA,NA
"pk662","lrg","spring","D",0,1,NA,NA,NA
"pk663","lrg","spring","D",0,1,NA,NA,NA
"pk664","lrg","spring","D",1,NA,NA,NA,NA
"pk665","lrg","spring","D",1,NA,NA,NA,NA
"pk666","lrg","spring","D",1,NA,NA,NA,NA
"pk667","lrg","spring","D",1,NA,NA,NA,NA
"pk668","lrg","spring","D",0,1,NA,NA,NA
"pk669","lrg","spring","D",1,NA,NA,NA,NA
"pk670","lrg","spring","D",0,0,0,0,0
"pk671","lrg","spring","D",1,NA,NA,NA,NA
"pk672","lrg","spring","D",0,1,NA,NA,NA
"pk673","lrg","spring","D",1,NA,NA,NA,NA
"pk674","lrg","spring","D",0,0,0,1,NA
"pk675","lrg","spring","D",1,NA,NA,NA,NA
"pk676","lrg","spring","D",0,0,0,0,0
"pk677","lrg","spring","D",1,NA,NA,NA,NA
"pk678","lrg","spring","D",1,NA,NA,NA,NA
"pk679","lrg","spring","D",1,NA,NA,NA,NA
"pk680","lrg","spring","D",0,1,NA,NA,NA
"pk681","lrg","summer","D",1,NA,NA,NA,NA
"pk682","lrg","summer","D",0,0,0,0,0
"pk683","lrg","summer","D",0,1,NA,NA,NA
"pk684","lrg","summer","D",1,NA,NA,NA,NA
"pk685","lrg","summer","D",1,NA,NA,NA,NA
"pk686","lrg","summer","D",0,0,0,1,NA
"pk687","lrg","summer","D",1,NA,NA,NA,NA
"pk688","lrg","summer","D",1,NA,NA,NA,NA
"pk689","lrg","summer","D",0,0,0,0,1
"pk690","lrg","summer","D",1,NA,NA,NA,NA
"pk691","lrg","summer","D",1,NA,NA,NA,NA
"pk692","lrg","summer","D",1,NA,NA,NA,NA
"pk693","lrg","summer","D",1,NA,NA,NA,NA
"pk694","lrg","summer","D",1,NA,NA,NA,NA
"pk695","lrg","summer","D",1,NA,NA,NA,NA
"pk696","lrg","summer","D",1,NA,NA,NA,NA
"pk697","lrg","summer","D",1,NA,NA,NA,NA
"pk698","lrg","summer","D",1,NA,NA,NA,NA
"pk699","lrg","summer","D",1,NA,NA,NA,NA
"pk700","lrg","summer","D",1,NA,NA,NA,NA
"pk701","lrg","fall","D",1,NA,NA,NA,NA
"pk702","lrg","fall","D",1,NA,NA,NA,NA
"pk703","lrg","fall","D",0,1,NA,NA,NA
"pk704","lrg","fall","D",0,1,NA,NA,NA
"pk705","lrg","fall","D",0,0,0,0,0
"pk706","lrg","fall","D",1,NA,NA,NA,NA
"pk707","lrg","fall","D",0,1,NA,NA,NA
"pk708","lrg","fall","D",1,NA,NA,NA,NA
"pk709","lrg","fall","D",0,0,1,NA,NA
"pk710","lrg","fall","D",1,NA,NA,NA,NA
"pk711","lrg","fall","D",0,0,0,0,1
"pk712","lrg","fall","D",1,NA,NA,NA,NA
"pk713","lrg","fall","D",1,NA,NA,NA,NA
"pk714","lrg","fall","D",1,NA,NA,NA,NA
"pk715","lrg","fall","D",1,NA,NA,NA,NA
"pk716","lrg","fall","D",1,NA,NA,NA,NA
"pk717","lrg","fall","D",0,0,0,0,0
"pk718","lrg","fall","D",0,1,NA,NA,NA
"pk719","lrg","fall","D",1,NA,NA,NA,NA
"pk720","lrg","fall","D",1,NA,NA,NA,NA
