"Index","Visibility","Season","Size","Search1","Search2","Search3","Search4","Search5"
587,"RP","fall","bat",0,0,1,NA,NA
588,"RP","fall","bat",1,NA,NA,NA,NA
589,"RP","fall","bat",1,NA,NA,NA,NA
590,"RP","fall","bat",1,NA,NA,NA,NA
591,"RP","fall","bat",0,0,0,0,1
592,"RP","fall","bat",1,NA,NA,NA,NA
593,"RP","fall","bat",1,NA,NA,NA,NA
594,"RP","fall","bat",0,0,0,0,0
595,"RP","fall","bat",1,NA,NA,NA,NA
596,"RP","fall","bat",1,NA,NA,NA,NA
597,"RP","fall","bat",0,1,NA,NA,NA
598,"RP","fall","bat",0,1,NA,NA,NA
599,"RP","fall","bat",0,0,0,1,NA
600,"RP","fall","bat",1,NA,NA,NA,NA
601,"M","spring","bat",0,0,0,0,0
602,"M","spring","bat",1,NA,NA,NA,NA
603,"M","spring","bat",0,0,0,0,0
604,"M","spring","bat",0,0,0,0,0
605,"M","spring","bat",0,0,0,0,0
606,"M","spring","bat",1,NA,NA,NA,NA
607,"M","spring","bat",0,0,0,0,0
608,"M","spring","bat",0,0,1,NA,NA
609,"M","spring","bat",0,1,NA,NA,NA
610,"M","spring","bat",0,1,NA,NA,NA
611,"M","spring","bat",1,NA,NA,NA,NA
612,"M","spring","bat",0,0,0,0,0
613,"M","spring","bat",0,0,0,0,1
614,"M","spring","bat",0,0,0,0,0
615,"M","spring","bat",1,NA,NA,NA,NA
616,"M","spring","bat",1,NA,NA,NA,NA
617,"M","spring","bat",0,1,NA,NA,NA
618,"M","spring","bat",0,0,0,0,0
619,"M","spring","bat",1,NA,NA,NA,NA
620,"M","spring","bat",0,0,1,NA,NA
621,"M","summer","bat",0,0,0,0,0
622,"M","summer","bat",0,0,0,0,0
623,"M","summer","bat",1,NA,NA,NA,NA
624,"M","summer","bat",0,0,0,1,NA
625,"M","summer","bat",0,0,0,0,0
626,"M","summer","bat",0,1,NA,NA,NA
627,"M","summer","bat",0,0,0,0,0
628,"M","summer","bat",0,0,0,0,0
629,"M","summer","bat",0,1,NA,NA,NA
630,"M","summer","bat",0,0,0,0,0
631,"M","summer","bat",1,NA,NA,NA,NA
632,"M","summer","bat",0,0,0,0,0
633,"M","summer","bat",0,1,NA,NA,NA
634,"M","summer","bat",0,0,1,NA,NA
635,"M","summer","bat",0,0,0,0,0
636,"M","summer","bat",1,NA,NA,NA,NA
637,"M","summer","bat",0,1,NA,NA,NA
638,"M","summer","bat",0,1,NA,NA,NA
639,"M","summer","bat",0,0,1,NA,NA
640,"M","summer","bat",0,0,0,0,0
641,"M","fall","bat",1,NA,NA,NA,NA
642,"M","fall","bat",0,0,0,0,0
643,"M","fall","bat",1,NA,NA,NA,NA
644,"M","fall","bat",1,NA,NA,NA,NA
645,"M","fall","bat",1,NA,NA,NA,NA
646,"M","fall","bat",0,0,1,NA,NA
647,"M","fall","bat",1,NA,NA,NA,NA
648,"M","fall","bat",1,NA,NA,NA,NA
649,"M","fall","bat",1,NA,NA,NA,NA
650,"M","fall","bat",0,0,0,0,1
651,"M","fall","bat",1,NA,NA,NA,NA
652,"M","fall","bat",0,0,0,0,0
653,"M","fall","bat",1,NA,NA,NA,NA
654,"M","fall","bat",0,0,0,0,1
655,"M","fall","bat",0,0,1,NA,NA
656,"M","fall","bat",0,0,1,NA,NA
657,"M","fall","bat",0,0,0,0,0
658,"M","fall","bat",1,NA,NA,NA,NA
659,"M","fall","bat",0,0,0,0,0
660,"M","fall","bat",0,0,0,0,0
661,"D","spring","bat",0,0,0,0,0
662,"D","spring","bat",0,0,1,NA,NA
663,"D","spring","bat",0,0,0,0,0
664,"D","spring","bat",0,0,0,0,0
665,"D","spring","bat",0,0,0,0,0
666,"D","spring","bat",0,0,0,0,0
667,"D","spring","bat",0,0,0,0,0
668,"D","spring","bat",0,0,0,0,0
669,"D","spring","bat",0,0,0,0,0
670,"D","spring","bat",0,1,NA,NA,NA
671,"D","spring","bat",1,NA,NA,NA,NA
672,"D","spring","bat",1,NA,NA,NA,NA
673,"D","spring","bat",0,0,0,0,0
674,"D","spring","bat",0,0,0,0,0
675,"D","spring","bat",0,0,0,0,0
676,"D","spring","bat",1,NA,NA,NA,NA
677,"D","spring","bat",0,0,0,1,NA
678,"D","spring","bat",0,0,0,0,0
679,"D","spring","bat",0,0,0,0,0
680,"D","spring","bat",0,0,0,0,0
681,"D","summer","bat",0,0,0,0,0
682,"D","summer","bat",1,NA,NA,NA,NA
683,"D","summer","bat",0,0,0,0,0
684,"D","summer","bat",0,0,0,0,0
685,"D","summer","bat",0,0,0,0,0
686,"D","summer","bat",0,0,0,0,0
687,"D","summer","bat",0,0,0,0,0
688,"D","summer","bat",0,0,0,0,0
689,"D","summer","bat",0,0,0,0,0
690,"D","summer","bat",0,0,0,0,0
691,"D","summer","bat",1,NA,NA,NA,NA
692,"D","summer","bat",1,NA,NA,NA,NA
693,"D","summer","bat",0,0,0,0,0
694,"D","summer","bat",0,0,0,0,0
695,"D","summer","bat",1,NA,NA,NA,NA
696,"D","summer","bat",0,0,0,0,0
697,"D","summer","bat",1,NA,NA,NA,NA
698,"D","summer","bat",0,0,0,0,0
699,"D","summer","bat",0,0,0,0,0
700,"D","summer","bat",0,0,1,NA,NA
701,"D","fall","bat",0,0,0,0,0
702,"D","fall","bat",0,0,0,0,0
703,"D","fall","bat",0,0,0,0,0
704,"D","fall","bat",0,0,0,0,0
705,"D","fall","bat",0,0,0,0,0
706,"D","fall","bat",0,0,0,0,0
707,"D","fall","bat",0,0,0,0,0
708,"D","fall","bat",0,0,0,0,0
709,"D","fall","bat",1,NA,NA,NA,NA
710,"D","fall","bat",0,0,0,0,0
711,"D","fall","bat",1,NA,NA,NA,NA
712,"D","fall","bat",0,0,0,1,NA
713,"D","fall","bat",1,NA,NA,NA,NA
714,"D","fall","bat",0,0,0,0,0
715,"D","fall","bat",0,0,0,0,0
716,"D","fall","bat",0,0,0,0,0
717,"D","fall","bat",0,0,1,NA,NA
718,"D","fall","bat",0,0,0,0,0
719,"D","fall","bat",0,0,0,0,0
720,"D","fall","bat",0,1,NA,NA,NA
