Carcass,Unit,Visibility,GroundCover,Season,HabitatType,Split,SearchSchedule,Size
624,2,L,A,SF,HT1,C2,1,L
625,2,L,A,SF,HT2,C1,1,L
626,2,L,A,SF,HT2,C1,1,L
627,2,L,A,SF,HT2,C1,1,L
628,2,L,A,SF,HT2,C1,1,L
629,2,L,A,SF,HT2,C1,1,L
630,2,L,A,SF,HT2,C1,1,L
631,2,L,A,SF,HT2,C2,1,L
632,2,L,A,SF,HT2,C2,1,L
633,2,L,A,SF,HT2,C2,1,L
634,2,L,A,SF,HT2,C2,1,L
635,2,L,A,WS,HT1,C1,1,L
636,2,L,A,WS,HT1,C1,1,L
637,2,L,A,WS,HT1,C1,1,L
638,2,L,A,WS,HT1,C1,1,L
639,2,L,A,WS,HT1,C1,1,L
640,2,L,A,WS,HT1,C1,1,L
641,2,L,A,WS,HT1,C2,1,L
642,2,L,A,WS,HT1,C2,1,L
643,2,L,A,WS,HT1,C2,1,L
644,2,L,A,WS,HT2,C1,1,L
645,2,L,A,WS,HT2,C1,1,L
646,2,L,A,WS,HT2,C1,1,L
647,2,L,A,WS,HT2,C2,1,L
648,2,L,A,WS,HT2,C2,1,L
649,2,L,A,WS,HT2,C2,1,L
650,2,L,A,WS,HT2,C2,1,L
651,2,L,B,SF,HT1,C1,1,L
652,2,L,B,SF,HT1,C1,1,L
653,2,L,B,SF,HT1,C1,1,L
654,2,L,B,SF,HT1,C1,1,L
655,2,L,B,SF,HT1,C2,1,L
656,2,L,B,SF,HT1,C2,1,L
657,2,L,B,SF,HT1,C2,1,L
658,2,L,B,SF,HT1,C2,1,L
659,2,L,B,SF,HT2,C1,1,L
660,2,L,B,SF,HT2,C1,1,L
661,2,L,B,SF,HT2,C1,1,L
662,2,L,B,SF,HT2,C1,1,L
663,2,L,B,SF,HT2,C1,1,L
664,2,L,B,SF,HT2,C1,1,L
665,2,L,B,SF,HT2,C2,1,L
666,2,L,B,SF,HT2,C2,1,L
667,2,L,B,SF,HT2,C2,1,L
668,2,L,B,SF,HT2,C2,1,L
669,2,L,B,SF,HT2,C2,1,L
670,2,L,B,SF,HT2,C2,1,L
671,2,L,B,WS,HT1,C1,1,L
672,2,L,B,WS,HT1,C1,1,L
673,2,L,B,WS,HT1,C1,1,L
674,2,L,B,WS,HT1,C1,1,L
675,2,L,B,WS,HT1,C1,1,L
676,2,L,B,WS,HT1,C1,1,L
677,2,L,B,WS,HT1,C2,1,L
678,2,L,B,WS,HT1,C2,1,L
679,2,L,B,WS,HT1,C2,1,L
680,2,L,B,WS,HT1,C2,1,L
681,2,L,B,WS,HT1,C2,1,L
682,2,L,B,WS,HT1,C2,1,L
683,2,L,B,WS,HT2,C1,1,L
684,2,L,B,WS,HT2,C1,1,L
685,2,L,B,WS,HT2,C1,1,L
686,2,L,B,WS,HT2,C2,1,L
687,2,L,B,WS,HT2,C2,1,L
688,2,L,B,WS,HT2,C2,1,L
689,2,M,A,SF,HT1,C2,1,L
690,2,M,A,SF,HT1,C2,1,L
691,2,M,A,SF,HT1,C2,1,L
692,2,M,A,SF,HT1,C2,1,L
693,2,M,A,WS,HT1,C1,1,L
694,2,M,A,WS,HT1,C1,1,L
695,2,M,A,WS,HT1,C1,1,L
696,2,M,A,WS,HT1,C1,1,L
697,2,M,A,WS,HT1,C1,1,L
698,2,M,B,SF,HT1,C1,1,L
699,2,M,B,SF,HT1,C1,1,L
700,2,M,B,SF,HT1,C1,1,L
701,2,M,B,SF,HT2,C2,1,L
702,2,M,B,SF,HT2,C2,1,L
703,2,M,B,SF,HT2,C2,1,L
704,2,M,B,SF,HT2,C2,1,L
705,2,M,B,SF,HT2,C2,1,L
706,2,M,B,SF,HT2,C2,1,L
707,2,M,B,WS,HT1,C1,1,L
708,2,M,B,WS,HT1,C1,1,L
709,2,M,B,WS,HT1,C1,1,L
710,2,M,B,WS,HT1,C1,1,L
711,2,M,B,WS,HT1,C1,1,L
712,2,M,B,WS,HT1,C1,1,L
713,2,M,B,WS,HT1,C2,1,L
714,2,M,B,WS,HT1,C2,1,L
715,2,M,B,WS,HT1,C2,1,L
716,2,M,B,WS,HT1,C2,1,L
717,2,M,B,WS,HT1,C2,1,L
718,2,M,B,WS,HT2,C1,1,L
719,2,M,B,WS,HT2,C1,1,L
720,2,M,B,WS,HT2,C1,1,L
721,2,M,B,WS,HT2,C2,1,L
722,2,M,B,WS,HT2,C2,1,L
723,2,M,B,WS,HT2,C2,1,L
724,2,M,B,WS,HT2,C2,1,L
725,2,H,A,WS,HT1,C1,1,L
726,2,H,A,WS,HT1,C1,1,L
727,2,H,A,WS,HT1,C1,1,L
728,2,H,A,WS,HT1,C1,1,L
729,2,H,A,WS,HT1,C2,1,L
730,2,H,A,WS,HT1,C2,1,L
731,2,H,A,WS,HT1,C2,1,L
732,2,H,A,WS,HT1,C2,1,L
733,2,H,A,WS,HT1,C2,1,L
734,2,H,A,WS,HT2,C1,1,L
735,2,H,A,WS,HT2,C1,1,L
736,2,H,A,WS,HT2,C1,1,L
737,2,H,A,WS,HT2,C1,1,L
738,2,H,A,WS,HT2,C1,1,L
739,2,H,B,WS,HT1,C2,1,L
740,2,H,B,WS,HT1,C2,1,L
741,2,H,B,WS,HT1,C2,1,L
742,2,H,B,WS,HT1,C2,1,L
743,2,L,A,SF,HT1,C1,1,M
744,2,L,A,SF,HT1,C1,1,M
745,2,L,A,SF,HT1,C1,1,M
746,2,L,A,SF,HT1,C1,1,M
747,2,L,A,SF,HT1,C1,1,M
748,2,L,A,SF,HT1,C1,1,M
749,2,L,A,SF,HT1,C2,1,M
750,2,L,A,SF,HT1,C2,1,M
751,2,L,A,SF,HT1,C2,1,M
752,2,L,A,SF,HT1,C2,1,M
753,2,L,A,SF,HT1,C2,1,M
754,2,L,A,SF,HT2,C1,1,M
755,2,L,A,SF,HT2,C1,1,M
756,2,L,A,SF,HT2,C1,1,M
757,2,L,A,SF,HT2,C1,1,M
758,2,L,A,SF,HT2,C1,1,M
759,2,L,A,SF,HT2,C1,1,M
760,2,L,A,SF,HT2,C2,1,M
761,2,L,A,SF,HT2,C2,1,M
762,2,L,A,SF,HT2,C2,1,M
763,2,L,A,WS,HT1,C1,1,M
764,2,L,A,WS,HT1,C1,1,M
765,2,L,A,WS,HT1,C1,1,M
766,2,L,A,WS,HT1,C1,1,M
767,2,L,A,WS,HT1,C1,1,M
768,2,L,A,WS,HT1,C1,1,M
769,2,L,A,WS,HT1,C2,1,M
770,2,L,A,WS,HT1,C2,1,M
771,2,L,A,WS,HT1,C2,1,M
772,2,L,A,WS,HT2,C1,1,M
773,2,L,A,WS,HT2,C1,1,M
774,2,L,A,WS,HT2,C1,1,M
775,2,L,A,WS,HT2,C1,1,M
776,2,L,A,WS,HT2,C1,1,M
777,2,L,A,WS,HT2,C1,1,M
778,2,L,A,WS,HT2,C2,1,M
779,2,L,A,WS,HT2,C2,1,M
780,2,L,A,WS,HT2,C2,1,M
781,2,L,B,SF,HT1,C1,1,M
782,2,L,B,SF,HT1,C1,1,M
783,2,L,B,SF,HT1,C1,1,M
784,2,L,B,SF,HT1,C1,1,M
785,2,L,B,SF,HT1,C1,1,M
786,2,L,B,SF,HT1,C1,1,M
787,2,L,B,SF,HT1,C2,1,M
788,2,L,B,SF,HT1,C2,1,M
789,2,L,B,SF,HT1,C2,1,M
790,2,L,B,SF,HT1,C2,1,M
791,2,L,B,SF,HT1,C2,1,M
792,2,L,B,SF,HT2,C1,1,M
793,2,L,B,SF,HT2,C1,1,M
794,2,L,B,SF,HT2,C1,1,M
795,2,L,B,SF,HT2,C1,1,M
796,2,L,B,SF,HT2,C2,1,M
797,2,L,B,SF,HT2,C2,1,M
798,2,L,B,SF,HT2,C2,1,M
799,2,L,B,SF,HT2,C2,1,M
800,2,L,B,SF,HT2,C2,1,M
801,2,L,B,WS,HT1,C1,1,M
802,2,L,B,WS,HT1,C1,1,M
803,2,L,B,WS,HT1,C1,1,M
804,2,L,B,WS,HT1,C1,1,M
805,2,L,B,WS,HT1,C1,1,M
806,2,L,B,WS,HT1,C1,1,M
807,2,L,B,WS,HT1,C2,1,M
808,2,L,B,WS,HT1,C2,1,M
809,2,L,B,WS,HT1,C2,1,M
810,2,L,B,WS,HT1,C2,1,M
811,2,L,B,WS,HT1,C2,1,M
812,2,L,B,WS,HT1,C2,1,M
813,2,L,B,WS,HT2,C1,1,M
814,2,L,B,WS,HT2,C1,1,M
815,2,L,B,WS,HT2,C1,1,M
816,2,L,B,WS,HT2,C1,1,M
817,2,L,B,WS,HT2,C1,1,M
818,2,L,B,WS,HT2,C1,1,M
819,2,L,B,WS,HT2,C2,1,M
820,2,L,B,WS,HT2,C2,1,M
821,2,L,B,WS,HT2,C2,1,M
822,2,L,B,WS,HT2,C2,1,M
823,2,M,A,SF,HT1,C2,1,M
824,2,M,A,SF,HT1,C2,1,M
825,2,M,A,SF,HT1,C2,1,M
826,2,M,A,WS,HT1,C1,1,M
827,2,M,A,WS,HT1,C1,1,M
828,2,M,A,WS,HT1,C1,1,M
829,2,M,A,WS,HT1,C1,1,M
830,2,M,A,WS,HT1,C1,1,M
831,2,M,A,WS,HT1,C1,1,M
832,2,M,B,SF,HT1,C1,1,M
833,2,M,B,SF,HT1,C1,1,M
834,2,M,B,SF,HT1,C1,1,M
835,2,M,B,SF,HT1,C1,1,M
836,2,M,B,SF,HT1,C1,1,M
837,2,M,B,SF,HT1,C1,1,M
838,2,M,B,SF,HT2,C2,1,M
839,2,M,B,SF,HT2,C2,1,M
840,2,M,B,SF,HT2,C2,1,M
841,2,M,B,WS,HT1,C1,1,M
842,2,M,B,WS,HT1,C1,1,M
843,2,M,B,WS,HT1,C1,1,M
844,2,M,B,WS,HT1,C1,1,M
845,2,M,B,WS,HT1,C2,1,M
846,2,M,B,WS,HT1,C2,1,M
847,2,M,B,WS,HT1,C2,1,M
848,2,M,B,WS,HT2,C1,1,M
849,2,M,B,WS,HT2,C1,1,M
850,2,M,B,WS,HT2,C1,1,M
851,2,M,B,WS,HT2,C1,1,M
852,2,M,B,WS,HT2,C2,1,M
853,2,M,B,WS,HT2,C2,1,M
854,2,M,B,WS,HT2,C2,1,M
855,2,H,A,SF,HT2,C1,1,M
856,2,H,A,SF,HT2,C1,1,M
857,2,H,A,SF,HT2,C1,1,M
858,2,H,A,SF,HT2,C1,1,M
859,2,H,A,SF,HT2,C1,1,M
860,2,H,A,SF,HT2,C1,1,M
861,2,H,A,SF,HT2,C2,1,M
862,2,H,A,SF,HT2,C2,1,M
863,2,H,A,SF,HT2,C2,1,M
864,2,H,A,SF,HT2,C2,1,M
865,2,H,A,WS,HT1,C1,1,M
866,2,H,A,WS,HT1,C1,1,M
867,2,H,A,WS,HT1,C1,1,M
868,2,H,A,WS,HT1,C1,1,M
869,2,H,A,WS,HT1,C1,1,M
870,2,H,A,WS,HT1,C2,1,M
871,2,H,A,WS,HT1,C2,1,M
872,2,H,A,WS,HT1,C2,1,M
873,2,H,A,WS,HT1,C2,1,M
874,2,H,A,WS,HT1,C2,1,M
875,2,H,A,WS,HT1,C2,1,M
876,2,H,A,WS,HT2,C1,1,M
877,2,H,A,WS,HT2,C1,1,M
878,2,H,A,WS,HT2,C1,1,M
879,2,H,B,WS,HT1,C1,1,M
880,2,H,B,WS,HT1,C1,1,M
881,2,H,B,WS,HT1,C1,1,M
882,2,H,B,WS,HT1,C2,1,M
883,2,H,B,WS,HT1,C2,1,M
884,2,H,B,WS,HT1,C2,1,M
885,2,H,B,WS,HT1,C2,1,M
886,2,H,B,WS,HT1,C2,1,M
887,2,L,A,SF,HT1,C1,1,S
888,2,L,A,SF,HT1,C1,1,S
889,2,L,A,SF,HT1,C1,1,S
890,2,L,A,SF,HT1,C1,1,S
891,2,L,A,SF,HT1,C1,1,S
892,2,L,A,SF,HT1,C2,1,S
893,2,L,A,SF,HT1,C2,1,S
894,2,L,A,SF,HT1,C2,1,S
895,2,L,A,SF,HT2,C1,1,S
896,2,L,A,SF,HT2,C1,1,S
897,2,L,A,SF,HT2,C1,1,S
898,2,L,A,SF,HT2,C1,1,S
899,2,L,A,SF,HT2,C1,1,S
900,2,L,A,SF,HT2,C2,1,S
901,2,L,A,SF,HT2,C2,1,S
902,2,L,A,SF,HT2,C2,1,S
903,2,L,A,SF,HT2,C2,1,S
904,2,L,A,SF,HT2,C2,1,S
905,2,L,A,SF,HT2,C2,1,S
906,2,L,A,WS,HT1,C1,1,S
907,2,L,A,WS,HT1,C1,1,S
908,2,L,A,WS,HT1,C1,1,S
909,2,L,A,WS,HT1,C2,1,S
910,2,L,A,WS,HT1,C2,1,S
911,2,L,A,WS,HT1,C2,1,S
912,2,L,A,WS,HT1,C2,1,S
913,2,L,A,WS,HT2,C1,1,S
914,2,L,A,WS,HT2,C1,1,S
915,2,L,A,WS,HT2,C1,1,S
916,2,L,A,WS,HT2,C1,1,S
917,2,L,A,WS,HT2,C2,1,S
918,2,L,A,WS,HT2,C2,1,S
919,2,L,A,WS,HT2,C2,1,S
920,2,L,A,WS,HT2,C2,1,S
921,2,L,A,WS,HT2,C2,1,S
922,2,L,B,SF,HT1,C1,1,S
923,2,L,B,SF,HT1,C1,1,S
924,2,L,B,SF,HT1,C1,1,S
925,2,L,B,SF,HT1,C2,1,S
926,2,L,B,SF,HT1,C2,1,S
927,2,L,B,SF,HT1,C2,1,S
928,2,L,B,SF,HT2,C1,1,S
929,2,L,B,SF,HT2,C1,1,S
930,2,L,B,SF,HT2,C1,1,S
931,2,L,B,SF,HT2,C2,1,S
932,2,L,B,SF,HT2,C2,1,S
933,2,L,B,SF,HT2,C2,1,S
934,2,L,B,SF,HT2,C2,1,S
935,2,L,B,WS,HT1,C1,1,S
936,2,L,B,WS,HT1,C1,1,S
937,2,L,B,WS,HT1,C1,1,S
938,2,L,B,WS,HT1,C2,1,S
939,2,L,B,WS,HT1,C2,1,S
940,2,L,B,WS,HT1,C2,1,S
941,2,L,B,WS,HT2,C1,1,S
942,2,L,B,WS,HT2,C1,1,S
943,2,L,B,WS,HT2,C1,1,S
944,2,L,B,WS,HT2,C1,1,S
945,2,L,B,WS,HT2,C1,1,S
946,2,L,B,WS,HT2,C1,1,S
947,2,L,B,WS,HT2,C2,1,S
948,2,L,B,WS,HT2,C2,1,S
949,2,L,B,WS,HT2,C2,1,S
950,2,L,B,WS,HT2,C2,1,S
951,2,L,B,WS,HT2,C2,1,S
952,2,M,A,SF,HT1,C1,1,S
953,2,M,A,SF,HT1,C1,1,S
954,2,M,A,SF,HT1,C1,1,S
955,2,M,A,SF,HT1,C2,1,S
956,2,M,A,SF,HT1,C2,1,S
957,2,M,A,SF,HT1,C2,1,S
958,2,M,A,SF,HT2,C1,1,S
959,2,M,A,SF,HT2,C1,1,S
960,2,M,A,SF,HT2,C1,1,S
961,2,M,A,SF,HT2,C2,1,S
962,2,M,A,SF,HT2,C2,1,S
963,2,M,A,SF,HT2,C2,1,S
964,2,M,A,SF,HT2,C2,1,S
965,2,M,A,WS,HT1,C1,1,S
966,2,M,A,WS,HT1,C1,1,S
967,2,M,A,WS,HT1,C1,1,S
968,2,M,A,WS,HT2,C2,1,S
969,2,M,A,WS,HT2,C2,1,S
970,2,M,A,WS,HT2,C2,1,S
971,2,M,B,SF,HT1,C1,1,S
972,2,M,B,SF,HT1,C1,1,S
973,2,M,B,SF,HT1,C1,1,S
974,2,M,B,SF,HT1,C2,1,S
975,2,M,B,SF,HT1,C2,1,S
976,2,M,B,SF,HT1,C2,1,S
977,2,M,B,SF,HT1,C2,1,S
978,2,M,B,SF,HT1,C2,1,S
979,2,M,B,SF,HT1,C2,1,S
980,2,M,B,SF,HT2,C2,1,S
981,2,M,B,SF,HT2,C2,1,S
982,2,M,B,SF,HT2,C2,1,S
983,2,M,B,WS,HT1,C1,1,S
984,2,M,B,WS,HT1,C1,1,S
985,2,M,B,WS,HT1,C1,1,S
986,2,M,B,WS,HT1,C1,1,S
987,2,M,B,WS,HT1,C1,1,S
988,2,M,B,WS,HT1,C1,1,S
989,2,M,B,WS,HT1,C2,1,S
990,2,M,B,WS,HT1,C2,1,S
991,2,M,B,WS,HT1,C2,1,S
992,2,M,B,WS,HT1,C2,1,S
993,2,M,B,WS,HT2,C1,1,S
994,2,M,B,WS,HT2,C1,1,S
995,2,M,B,WS,HT2,C1,1,S
996,2,M,B,WS,HT2,C2,1,S
997,2,M,B,WS,HT2,C2,1,S
998,2,M,B,WS,HT2,C2,1,S
999,2,M,B,WS,HT2,C2,1,S
1000,2,M,B,WS,HT2,C2,1,S
1001,2,M,B,WS,HT2,C2,1,S
1002,2,H,A,SF,HT2,C1,1,S
1003,2,H,A,SF,HT2,C1,1,S
1004,2,H,A,SF,HT2,C1,1,S
1005,2,H,A,SF,HT2,C1,1,S
1006,2,H,A,SF,HT2,C1,1,S
1007,2,H,A,SF,HT2,C1,1,S
1008,2,H,A,SF,HT2,C2,1,S
1009,2,H,A,SF,HT2,C2,1,S
1010,2,H,A,SF,HT2,C2,1,S
1011,2,H,A,SF,HT2,C2,1,S
1012,2,H,A,WS,HT1,C1,1,S
1013,2,H,A,WS,HT1,C1,1,S
1014,2,H,A,WS,HT1,C1,1,S
1015,2,H,A,WS,HT1,C2,1,S
1016,2,H,A,WS,HT1,C2,1,S
1017,2,H,A,WS,HT1,C2,1,S
1018,2,H,A,WS,HT1,C2,1,S
1019,2,H,A,WS,HT1,C2,1,S
1020,2,H,A,WS,HT1,C2,1,S
1021,2,H,A,WS,HT2,C1,1,S
1022,2,H,A,WS,HT2,C1,1,S
1023,2,H,A,WS,HT2,C1,1,S
1024,2,H,A,WS,HT2,C1,1,S
1025,2,H,A,WS,HT2,C1,1,S
1026,2,H,A,WS,HT2,C1,1,S
1027,2,H,A,WS,HT2,C2,1,S
1028,2,H,A,WS,HT2,C2,1,S
1029,2,H,A,WS,HT2,C2,1,S
1030,2,H,A,WS,HT2,C2,1,S
1031,2,H,A,WS,HT2,C2,1,S
1032,2,H,A,WS,HT2,C2,1,S
1033,2,H,B,SF,HT2,C1,1,S
1034,2,H,B,SF,HT2,C1,1,S
1035,2,H,B,SF,HT2,C1,1,S
1036,2,H,B,SF,HT2,C1,1,S
1037,2,H,B,WS,HT1,C1,1,S
1038,2,H,B,WS,HT1,C1,1,S
1039,2,H,B,WS,HT1,C1,1,S
1040,2,H,B,WS,HT1,C1,1,S
1041,2,H,B,WS,HT1,C1,1,S
1042,2,H,B,WS,HT1,C1,1,S
1043,2,H,B,WS,HT1,C2,1,S
1044,2,H,B,WS,HT1,C2,1,S
1045,2,H,B,WS,HT1,C2,1,S
1046,2,H,B,WS,HT1,C2,1,S
1047,3,L,A,WS,HT1,C1,2,XL
1048,3,L,A,WS,HT1,C1,2,XL
1049,3,L,A,WS,HT1,C1,2,XL
1050,3,L,A,WS,HT1,C1,2,XL
1051,3,L,A,WS,HT1,C2,2,XL
1052,3,L,A,WS,HT1,C2,2,XL
1053,3,L,A,WS,HT1,C2,2,XL
1054,3,L,A,WS,HT1,C2,2,XL
1055,3,L,A,WS,HT1,C2,2,XL
1056,3,L,A,WS,HT2,C1,2,XL
1057,3,L,A,WS,HT2,C1,2,XL
1058,3,L,A,WS,HT2,C1,2,XL
1059,3,L,A,WS,HT2,C1,2,XL
1060,3,L,A,WS,HT2,C1,2,XL
1061,3,L,A,WS,HT2,C1,2,XL
1062,3,L,A,WS,HT2,C2,2,XL
1063,3,L,A,WS,HT2,C2,2,XL
1064,3,L,A,WS,HT2,C2,2,XL
1065,3,L,B,SF,HT1,C1,2,XL
1066,3,L,B,SF,HT1,C1,2,XL
1067,3,L,B,SF,HT1,C1,2,XL
1068,3,L,B,SF,HT1,C1,2,XL
1069,3,L,B,SF,HT1,C2,2,XL
1070,3,L,B,SF,HT1,C2,2,XL
1071,3,L,B,SF,HT1,C2,2,XL
1072,3,L,B,WS,HT1,C1,2,XL
1073,3,L,B,WS,HT1,C1,2,XL
1074,3,L,B,WS,HT1,C1,2,XL
1075,3,L,B,WS,HT1,C1,2,XL
1076,3,L,B,WS,HT1,C1,2,XL
1077,3,L,B,WS,HT1,C2,2,XL
1078,3,L,B,WS,HT1,C2,2,XL
1079,3,L,B,WS,HT1,C2,2,XL
1080,3,L,B,WS,HT1,C2,2,XL
1081,3,L,B,WS,HT1,C2,2,XL
1082,3,L,B,WS,HT1,C2,2,XL
1083,3,L,B,WS,HT2,C1,2,XL
1084,3,L,B,WS,HT2,C1,2,XL
1085,3,L,B,WS,HT2,C1,2,XL
1086,3,L,B,WS,HT2,C2,2,XL
1087,3,L,B,WS,HT2,C2,2,XL
1088,3,L,B,WS,HT2,C2,2,XL
1089,3,L,B,WS,HT2,C2,2,XL
1090,3,L,B,WS,HT2,C2,2,XL
1091,3,L,B,WS,HT2,C2,2,XL
1092,3,M,B,WS,HT1,C1,2,XL
1093,3,M,B,WS,HT1,C1,2,XL
1094,3,M,B,WS,HT1,C1,2,XL
1095,3,M,B,WS,HT1,C1,2,XL
1096,3,M,B,WS,HT1,C1,2,XL
1097,3,M,B,WS,HT1,C1,2,XL
1098,3,H,B,WS,HT2,C2,2,XL
1099,3,H,B,WS,HT2,C2,2,XL
1100,3,H,B,WS,HT2,C2,2,XL
1101,3,L,A,SF,HT1,C2,2,L
1102,3,L,A,SF,HT1,C2,2,L
1103,3,L,A,SF,HT1,C2,2,L
1104,3,L,A,WS,HT1,C1,2,L
1105,3,L,A,WS,HT1,C1,2,L
1106,3,L,A,WS,HT1,C1,2,L
1107,3,L,A,WS,HT1,C1,2,L
1108,3,L,A,WS,HT1,C2,2,L
1109,3,L,A,WS,HT1,C2,2,L
1110,3,L,A,WS,HT1,C2,2,L
1111,3,L,A,WS,HT1,C2,2,L
1112,3,L,A,WS,HT1,C2,2,L
1113,3,L,A,WS,HT2,C1,2,L
1114,3,L,A,WS,HT2,C1,2,L
1115,3,L,A,WS,HT2,C1,2,L
1116,3,L,A,WS,HT2,C1,2,L
1117,3,L,A,WS,HT2,C2,2,L
1118,3,L,A,WS,HT2,C2,2,L
1119,3,L,A,WS,HT2,C2,2,L
1120,3,L,A,WS,HT2,C2,2,L
1121,3,L,A,WS,HT2,C2,2,L
1122,3,L,B,SF,HT1,C1,2,L
1123,3,L,B,SF,HT1,C1,2,L
1124,3,L,B,SF,HT1,C1,2,L
1125,3,L,B,SF,HT1,C1,2,L
1126,3,L,B,SF,HT1,C1,2,L
1127,3,L,B,SF,HT1,C1,2,L
1128,3,L,B,SF,HT1,C2,2,L
1129,3,L,B,SF,HT1,C2,2,L
1130,3,L,B,SF,HT1,C2,2,L
1131,3,L,B,SF,HT1,C2,2,L
1132,3,L,B,SF,HT1,C2,2,L
1133,3,L,B,SF,HT2,C2,2,L
1134,3,L,B,SF,HT2,C2,2,L
1135,3,L,B,SF,HT2,C2,2,L
1136,3,L,B,SF,HT2,C2,2,L
1137,3,L,B,SF,HT2,C2,2,L
1138,3,L,B,WS,HT1,C1,2,L
1139,3,L,B,WS,HT1,C1,2,L
1140,3,L,B,WS,HT1,C1,2,L
1141,3,L,B,WS,HT1,C1,2,L
1142,3,L,B,WS,HT1,C2,2,L
1143,3,L,B,WS,HT1,C2,2,L
1144,3,L,B,WS,HT1,C2,2,L
1145,3,L,B,WS,HT1,C2,2,L
1146,3,L,B,WS,HT2,C1,2,L
1147,3,L,B,WS,HT2,C1,2,L
1148,3,L,B,WS,HT2,C1,2,L
1149,3,L,B,WS,HT2,C1,2,L
1150,3,L,B,WS,HT2,C2,2,L
1151,3,L,B,WS,HT2,C2,2,L
1152,3,L,B,WS,HT2,C2,2,L
1153,3,L,B,WS,HT2,C2,2,L
1154,3,L,B,WS,HT2,C2,2,L
1155,3,L,B,WS,HT2,C2,2,L
1156,3,M,A,WS,HT2,C1,2,L
1157,3,M,A,WS,HT2,C1,2,L
1158,3,M,A,WS,HT2,C1,2,L
1159,3,M,A,WS,HT2,C1,2,L
1160,3,M,A,WS,HT2,C1,2,L
1161,3,M,A,WS,HT2,C2,2,L
1162,3,M,A,WS,HT2,C2,2,L
1163,3,M,A,WS,HT2,C2,2,L
1164,3,M,A,WS,HT2,C2,2,L
1165,3,M,B,SF,HT2,C1,2,L
1166,3,M,B,SF,HT2,C1,2,L
1167,3,M,B,SF,HT2,C1,2,L
1168,3,M,B,SF,HT2,C1,2,L
1169,3,M,B,SF,HT2,C1,2,L
1170,3,M,B,SF,HT2,C1,2,L
1171,3,M,B,SF,HT2,C2,2,L
1172,3,M,B,SF,HT2,C2,2,L
1173,3,M,B,SF,HT2,C2,2,L
1174,3,M,B,SF,HT2,C2,2,L
1175,3,M,B,WS,HT1,C1,2,L
1176,3,M,B,WS,HT1,C1,2,L
1177,3,M,B,WS,HT1,C1,2,L
1178,3,M,B,WS,HT1,C1,2,L
1179,3,H,A,WS,HT2,C2,2,L
1180,3,H,A,WS,HT2,C2,2,L
1181,3,H,A,WS,HT2,C2,2,L
1182,3,H,A,WS,HT2,C2,2,L
1183,3,H,A,WS,HT2,C2,2,L
1184,3,H,B,WS,HT2,C2,2,L
1185,3,H,B,WS,HT2,C2,2,L
1186,3,H,B,WS,HT2,C2,2,L
1187,3,H,B,WS,HT2,C2,2,L
1188,3,H,B,WS,HT2,C2,2,L
1189,3,L,A,SF,HT1,C2,2,M
1190,3,L,A,SF,HT1,C2,2,M
1191,3,L,A,SF,HT1,C2,2,M
1192,3,L,A,SF,HT1,C2,2,M
1193,3,L,A,SF,HT1,C2,2,M
1194,3,L,A,SF,HT1,C2,2,M
1195,3,L,A,WS,HT1,C1,2,M
1196,3,L,A,WS,HT1,C1,2,M
1197,3,L,A,WS,HT1,C1,2,M
1198,3,L,A,WS,HT1,C2,2,M
1199,3,L,A,WS,HT1,C2,2,M
1200,3,L,A,WS,HT1,C2,2,M
1201,3,L,A,WS,HT1,C2,2,M
1202,3,L,A,WS,HT1,C2,2,M
1203,3,L,A,WS,HT2,C1,2,M
1204,3,L,A,WS,HT2,C1,2,M
1205,3,L,A,WS,HT2,C1,2,M
1206,3,L,A,WS,HT2,C1,2,M
1207,3,L,A,WS,HT2,C2,2,M
1208,3,L,A,WS,HT2,C2,2,M
1209,3,L,A,WS,HT2,C2,2,M
1210,3,L,A,WS,HT2,C2,2,M
1211,3,L,B,SF,HT1,C1,2,M
1212,3,L,B,SF,HT1,C1,2,M
1213,3,L,B,SF,HT1,C1,2,M
1214,3,L,B,SF,HT1,C1,2,M
1215,3,L,B,SF,HT1,C1,2,M
1216,3,L,B,SF,HT1,C2,2,M
1217,3,L,B,SF,HT1,C2,2,M
1218,3,L,B,SF,HT1,C2,2,M
1219,3,L,B,SF,HT2,C2,2,M
1220,3,L,B,SF,HT2,C2,2,M
1221,3,L,B,SF,HT2,C2,2,M
1222,3,L,B,SF,HT2,C2,2,M
1223,3,L,B,SF,HT2,C2,2,M
1224,3,L,B,WS,HT1,C1,2,M
1225,3,L,B,WS,HT1,C1,2,M
1226,3,L,B,WS,HT1,C1,2,M
1227,3,L,B,WS,HT1,C1,2,M
1228,3,L,B,WS,HT1,C1,2,M
1229,3,L,B,WS,HT1,C2,2,M
1230,3,L,B,WS,HT1,C2,2,M
1231,3,L,B,WS,HT1,C2,2,M
1232,3,L,B,WS,HT2,C1,2,M
1233,3,L,B,WS,HT2,C1,2,M
1234,3,L,B,WS,HT2,C1,2,M
1235,3,L,B,WS,HT2,C1,2,M
1236,3,L,B,WS,HT2,C2,2,M
1237,3,L,B,WS,HT2,C2,2,M
1238,3,L,B,WS,HT2,C2,2,M
1239,3,M,A,WS,HT1,C1,2,M
1240,3,M,A,WS,HT1,C1,2,M
1241,3,M,A,WS,HT1,C1,2,M
1242,3,M,A,WS,HT1,C1,2,M
1243,3,M,A,WS,HT2,C1,2,M
