ID,DatePlaced,Visibility,HabitatType,Season,Size,Scavenged,Search1,Search2,Search3,Search4
432,1/1/2001,M,HT1,SF,XL,0,1,NA,NA,NA
433,1/1/2001,M,HT1,SF,XL,0,1,NA,NA,NA
434,1/1/2001,M,HT1,SF,XL,0,1,NA,NA,NA
435,1/1/2001,M,HT1,WS,XL,0,1,NA,NA,NA
436,1/1/2001,M,HT1,WS,XL,0,1,NA,NA,NA
437,1/1/2001,M,HT1,WS,XL,0,1,NA,NA,NA
438,1/1/2001,M,HT1,SF,XL,0,1,NA,NA,NA
439,1/1/2001,M,HT1,WS,XL,0,1,NA,NA,NA
440,1/1/2001,M,HT1,WS,XL,0,1,NA,NA,NA
441,1/1/2001,M,HT2,SF,M,0,0,0,0,0
442,1/1/2001,M,HT2,SF,M,0,0,0,0,0
443,1/1/2001,M,HT2,WS,M,0,0,0,0,0
444,1/1/2001,M,HT2,SF,M,0,0,0,1,NA
445,1/1/2001,M,HT2,SF,M,0,0,0,1,NA
446,1/1/2001,M,HT2,SF,M,0,0,1,NA,NA
447,1/1/2001,M,HT2,WS,M,0,0,1,NA,NA
448,1/1/2001,M,HT2,WS,M,0,0,1,NA,NA
449,1/1/2001,M,HT2,WS,M,0,0,1,NA,NA
450,1/1/2001,M,HT2,SF,M,0,0,1,NA,NA
451,1/1/2001,M,HT2,WS,M,0,1,NA,NA,NA
452,1/1/2001,M,HT2,WS,M,0,1,NA,NA,NA
453,1/1/2001,M,HT2,SF,M,0,1,NA,NA,NA
454,1/1/2001,M,HT2,SF,M,0,1,NA,NA,NA
455,1/1/2001,M,HT2,WS,M,0,1,NA,NA,NA
456,1/1/2001,M,HT2,SF,M,0,1,NA,NA,NA
457,1/1/2001,M,HT2,SF,M,0,1,NA,NA,NA
458,1/1/2001,M,HT2,SF,M,0,1,NA,NA,NA
459,1/1/2001,M,HT2,WS,M,0,1,NA,NA,NA
460,1/1/2001,M,HT2,WS,M,0,1,NA,NA,NA
461,1/1/2001,M,HT2,WS,XL,0,0,0,0,0
462,1/1/2001,M,HT2,SF,XL,0,0,0,0,0
463,1/1/2001,M,HT2,WS,XL,0,0,0,1,NA
464,1/1/2001,M,HT2,WS,XL,0,0,1,NA,NA
465,1/1/2001,M,HT2,SF,XL,0,0,0,0,1
466,1/1/2001,M,HT2,SF,XL,0,0,0,0,0
467,1/1/2001,M,HT2,WS,XL,0,0,1,NA,NA
468,1/1/2001,M,HT2,SF,XL,0,0,0,1,NA
469,1/1/2001,M,HT2,SF,XL,0,0,1,NA,NA
470,1/1/2001,M,HT2,SF,XL,0,1,NA,NA,NA
471,1/1/2001,M,HT2,WS,XL,0,1,NA,NA,NA
472,1/1/2001,M,HT2,WS,XL,0,1,NA,NA,NA
473,1/1/2001,M,HT2,WS,XL,0,1,NA,NA,NA
474,1/1/2001,M,HT2,SF,XL,0,1,NA,NA,NA
475,1/1/2001,M,HT2,WS,XL,0,1,NA,NA,NA
476,1/1/2001,M,HT2,WS,XL,0,1,NA,NA,NA
477,1/1/2001,M,HT2,SF,XL,0,1,NA,NA,NA
478,1/1/2001,M,HT2,SF,XL,0,1,NA,NA,NA
479,1/1/2001,M,HT2,WS,XL,0,1,NA,NA,NA
480,1/1/2001,M,HT2,SF,XL,0,1,NA,NA,NA
